Property_ID,Customer_ID,Project_Name,Property_Type,BHK,City,Locality,Pincode,Latitude,Longitude,Area_sqft,Floor,Total_Floors,Price_per_sqft,Listed_Price,Discount_Pct,Final_Price,Booking_Date,Possession_Date,Customer_Age,Annual_Income,Family_Size,Occupation,Lead_Source,Campaign,Website_Visits,Calls,Site_Visits,Loan_Required,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Amenities,Parking,Furnishing,Facing,Payment_Mode,Sales_Status,Days_to_Sale
SRP100554,CUST100554,Srijan Harmony,Villa,3 BHK,Kolkata,New Town,700033,22.71143,88.254231,1711,3,21,8943,15301473,5.17,14510387,8/17/2024,9/3/2025,29,87600,3,Other,Website,Digital Awareness,9,3,0,No,0,0,0,Swimming Pool,No,Unfurnished,East,Mixed,Sold,34
SRP100555,CUST100555,Srijan Gardenia,Apartment,2 BHK,Kolkata,New Town,700019,22.47749,88.436847,1631,14,17,6584,10738504,7.87,9893384,12/12/2024,4/30/2027,25,93300,2,Doctor,Email Campaign,Digital Awareness,10,7,2,Yes,5514641,10.01,15,"Gym,Pool,Clubhouse",No,Semi-Furnished,East,Home Loan,Available,
SRP100556,CUST100556,Srijan Realty Heights,Villa,2 BHK,Kolkata,EM Bypass,700052,22.573479,88.416661,2228,30,30,5681,12657268,11.19,11240920,11/29/2025,9/11/2027,33,63700,1,Private Employee,Google Ads,Digital Awareness,5,1,2,Yes,3822000,7.85,20,"Gym,Pool",Yes,Semi-Furnished,South,Home Loan,Sold,61
SRP100557,CUST100557,Srijan Residency,Penthouse,2 BHK,Kolkata,Barasat,700064,22.719815,88.537103,776,19,19,7190,5579440,9.31,5059994,11/13/2024,12/25/2025,37,26000,3,IT Professional,Walk-in,Premium Launch,10,0,3,Yes,1560000,9.14,25,"Gym,Pool,Clubhouse",No,Fully Furnished,South-East,Home Loan,Available,
SRP100558,CUST100558,Srijan Enclave,Apartment,2 BHK,Kolkata,Dum Dum,700084,22.516244,88.38697,1667,9,10,4166,6944722,4.67,6620403,6/7/2024,8/17/2026,36,154200,4,Government Employee,Referral,Premium Launch,12,3,2,No,0,0,0,Gym,No,Unfurnished,North-East,Self Funded,Negotiation,
SRP100559,CUST100559,Srijan Gardenia,Apartment,3 BHK,Kolkata,Dum Dum,700033,22.600751,88.405716,666,23,26,6904,4598064,0,4598064,4/14/2024,7/30/2024,40,87000,4,Self Employed,Email Campaign,Summer Sale,5,2,0,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,North-East,Home Loan,Available,
SRP100560,CUST100560,Srijan Gardenia,Apartment,2 BHK,Kolkata,Garia,711101,22.63751,88.288521,1773,4,31,8686,15400278,6.15,14453161,8/29/2025,12/8/2025,49,76200,4,IT Professional,Facebook,Premium Launch,4,1,0,No,0,0,0,Gym,Yes,Semi-Furnished,East,Home Loan,Sold,84
SRP100561,CUST100561,Srijan Harmony,Apartment,3 BHK,Kolkata,EM Bypass,700102,22.61423,88.411473,1330,11,24,6661,8859130,3.82,8520711,8/13/2023,4/10/2025,43,67500,5,Engineer,Google Ads,New Year Campaign,5,0,4,No,0,0,0,Park,No,Semi-Furnished,North-East,Mixed,Available,
SRP100562,CUST100562,Srijan Courtyard,Apartment,2 BHK,Kolkata,Garia,700033,22.553121,88.43361,2402,3,5,6633,15932466,4.54,15209132,9/1/2022,5/11/2023,37,64600,4,Private Employee,Facebook,Referral Drive,8,4,2,Yes,3876000,8.25,20,"Gym,Pool",Yes,Fully Furnished,South,Home Loan,Sold,15
SRP100563,CUST100563,Srijan Harmony,Apartment,2 BHK,Kolkata,Howrah,700107,22.715282,88.429298,967,30,30,8389,8112163,11.22,7201978,7/3/2024,6/7/2026,34,56600,3,Teacher,Facebook,Digital Awareness,9,4,1,Yes,3396000,8.74,10,Swimming Pool,No,Semi-Furnished,North,Home Loan,Available,
SRP100564,CUST100564,Srijan Residency,Apartment,2 BHK,Kolkata,Dum Dum,700084,22.611825,88.3231,1427,27,28,6103,8708981,8.27,7988748,12/6/2023,7/22/2024,54,77700,3,Doctor,Property Portal,Premium Launch,7,2,1,No,0,0,0,Swimming Pool,Yes,Unfurnished,West,Self Funded,Sold,86
SRP100565,CUST100565,Srijan Meadows,Plot,3 BHK,Kolkata,Tollygunge,700091,22.712138,88.522154,1915,6,23,7112,13619480,10.91,12133595,2/12/2023,2/2/2024,30,37900,4,Engineer,Broker,Festive Offer,9,0,0,Yes,2274000,7.24,20,Park,Yes,Unfurnished,North,Home Loan,Available,
SRP100566,CUST100566,Srijan Meadows,Apartment,3 BHK,Kolkata,Salt Lake,711101,22.465391,88.329605,1443,12,25,5737,8278491,5.02,7862911,10/23/2024,11/4/2025,39,71600,4,Business Owner,Facebook,Premium Launch,10,4,1,Yes,4296000,8.6,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,West,Mixed,Sold,95
SRP100567,CUST100567,Srijan Courtyard,Apartment,2 BHK,Kolkata,New Town,700052,22.665823,88.382268,1569,13,31,7006,10992414,2.27,10742886,9/19/2022,8/10/2023,45,82100,2,Teacher,Instagram,Referral Drive,5,4,0,No,0,0,0,Clubhouse,Yes,Semi-Furnished,North-East,Mixed,Available,
SRP100568,CUST100568,Srijan Residency,Apartment,2 BHK,Kolkata,EM Bypass,700091,22.464137,88.361254,837,4,31,6019,5037903,8.37,4616231,8/26/2023,3/12/2024,41,39100,1,Self Employed,Walk-in,Monsoon Offer,6,4,1,Yes,2346000,8.92,15,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South-East,Home Loan,Sold,95
SRP100569,CUST100569,Srijan Courtyard,Plot,3 BHK,Kolkata,Sonarpur,700084,22.483907,88.360282,695,1,32,4614,3206730,6.78,2989314,5/17/2022,7/7/2024,37,41400,7,Engineer,Google Ads,Referral Drive,9,5,0,No,0,0,0,Park,Yes,Semi-Furnished,East,Home Loan,Available,
SRP100570,CUST100570,Srijan Greenview,Apartment,3 BHK,Kolkata,Howrah,700107,22.610422,88.368826,856,7,11,6992,5985152,3.2,5793627,11/29/2022,8/2/2023,39,47100,2,Doctor,Referral,Festive Offer,11,2,0,Yes,2826000,9.71,25,Basic,Yes,Semi-Furnished,South-East,Mixed,Available,
SRP100571,CUST100571,Srijan Meadows,Apartment,3 BHK,Kolkata,Barasat,700064,22.451198,88.508562,1322,4,8,5972,7894984,2.48,7699188,10/5/2025,6/2/2026,30,63500,4,Self Employed,Email Campaign,Digital Awareness,7,7,2,Yes,3810000,9.05,15,Park,Yes,Unfurnished,South,Self Funded,Sold,30
SRP100572,CUST100572,Srijan Gardenia,Villa,3 BHK,Kolkata,EM Bypass,700033,22.541103,88.549038,1796,11,32,7077,12710292,3.94,12209506,2/4/2022,8/22/2022,52,69500,4,Private Employee,Broker,Festive Offer,2,0,1,Yes,4170000,9.88,10,Gym,No,Unfurnished,South,Self Funded,Negotiation,
SRP100573,CUST100573,Srijan Prime,Apartment,2 BHK,Kolkata,Howrah,711101,22.492636,88.45746,1047,12,33,5647,5912409,5.64,5578949,2/3/2024,5/7/2025,39,73400,4,Teacher,Property Portal,Summer Sale,11,5,0,Yes,4044401,9.7,20,Clubhouse,No,Fully Furnished,East,Mixed,Negotiation,
SRP100574,CUST100574,Srijan Enclave,Apartment,3 BHK,Kolkata,Barasat,700084,22.602354,88.333524,793,21,27,8033,6370169,2.15,6233210,5/13/2025,8/18/2025,54,118800,3,Private Employee,Email Campaign,New Year Campaign,6,2,2,Yes,4389458,9.9,20,Clubhouse,Yes,Semi-Furnished,West,Home Loan,Sold,50
SRP100575,CUST100575,Srijan Residency,Apartment,1 BHK,Kolkata,Tollygunge,700107,22.638578,88.452157,1312,8,8,6223,8164576,0.84,8095994,1/27/2025,8/10/2026,38,46000,6,IT Professional,Property Portal,Referral Drive,11,3,1,Yes,2760000,8.82,25,Gym,Yes,Unfurnished,North-East,Home Loan,Available,
SRP100576,CUST100576,Srijan Realty Heights,Penthouse,3 BHK,Kolkata,Salt Lake,700019,22.710915,88.471853,1176,27,34,4062,4776912,4.78,4548576,8/25/2024,7/14/2026,40,40500,2,IT Professional,Walk-in,Festive Offer,10,3,0,No,0,0,0,Park,Yes,Unfurnished,East,Self Funded,Sold,76
SRP100577,CUST100577,Srijan Courtyard,Apartment,2 BHK,Kolkata,Behala,700033,22.505091,88.505136,1787,19,19,4751,8490037,4.97,8068082,4/12/2024,7/27/2025,41,89700,4,Business Owner,Walk-in,Referral Drive,4,8,0,No,0,0,0,Park,No,Unfurnished,East,Home Loan,Available,
SRP100578,CUST100578,Srijan Enclave,Apartment,4 BHK,Kolkata,Howrah,711101,22.749196,88.285092,1266,6,33,5367,6794622,1.22,6711728,11/25/2025,1/25/2027,21,46200,4,Teacher,Email Campaign,Digital Awareness,4,2,2,Yes,2772000,9.17,15,"Gym,Clubhouse",Yes,Unfurnished,North,Self Funded,Sold,65
SRP100579,CUST100579,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Dum Dum,700091,22.531874,88.351886,1344,29,29,5197,6984768,4.7,6656484,11/2/2022,3/23/2025,37,83900,1,Self Employed,Email Campaign,Festive Offer,6,1,1,Yes,3796246,9.52,20,Basic,Yes,Semi-Furnished,East,Home Loan,Sold,68
SRP100580,CUST100580,Srijan Enclave,Plot,2 BHK,Kolkata,Salt Lake,700064,22.503227,88.260188,1893,29,29,5873,11117589,3.07,10776279,1/27/2023,5/1/2024,31,55700,5,Doctor,Website,Referral Drive,12,1,1,Yes,3342000,8.46,15,Park,No,Fully Furnished,South-East,Mixed,Available,
SRP100581,CUST100581,Srijan Prime,Apartment,3 BHK,Kolkata,EM Bypass,700102,22.524409,88.493756,942,15,32,5259,4953978,0,4953978,12/8/2025,6/28/2026,28,70400,3,Engineer,Facebook,Festive Offer,5,0,1,No,0,0,0,Gym,No,Unfurnished,North,Self Funded,Available,
SRP100582,CUST100582,Srijan Realty Heights,Apartment,4 BHK,Kolkata,EM Bypass,700102,22.596735,88.311666,1409,11,30,5581,7863629,6.33,7365861,7/23/2025,1/12/2026,55,71100,4,Government Employee,Instagram,Festive Offer,9,2,4,No,0,0,0,"Gym,Clubhouse",No,Fully Furnished,North,Mixed,Sold,52
SRP100583,CUST100583,Srijan Harmony,Penthouse,4 BHK,Kolkata,Rajarhat,700019,22.593102,88.43996,1039,22,22,8542,8875138,2.78,8628409,3/25/2022,5/19/2023,26,84400,4,Engineer,Google Ads,Festive Offer,10,2,0,Yes,5064000,8.77,20,"Pool,Park",No,Unfurnished,South-East,Self Funded,Negotiation,
SRP100584,CUST100584,Srijan Urban Vista,Apartment,5 BHK,Kolkata,Ballygunge,700084,22.655512,88.336745,795,30,30,8274,6577830,6.62,6142378,8/2/2025,9/21/2026,43,70100,6,Government Employee,Website,Premium Launch,6,2,3,No,0,0,0,Swimming Pool,No,Semi-Furnished,North,Home Loan,Sold,60
SRP100585,CUST100585,Srijan Harmony,Apartment,2 BHK,Kolkata,Tollygunge,700102,22.519973,88.544072,864,12,15,7384,6379776,3.01,6187745,10/15/2022,3/25/2024,42,95500,3,Self Employed,Google Ads,Summer Sale,7,5,2,Yes,3670117,9.71,20,Clubhouse,Yes,Fully Furnished,South,Home Loan,Sold,105
SRP100586,CUST100586,Srijan Meadows,Apartment,1 BHK,Kolkata,Ballygunge,700091,22.600125,88.330918,450,22,33,9308,4188600,3.91,4024826,10/5/2022,12/12/2024,25,91700,6,Government Employee,Instagram,New Year Campaign,12,3,0,Yes,2283494,7.73,10,Park,Yes,Unfurnished,South-East,Self Funded,Negotiation,
SRP100587,CUST100587,Srijan Urban Vista,Plot,5 BHK,Kolkata,Salt Lake,700102,22.491666,88.471289,1247,27,28,6750,8417250,6.44,7875179,12/26/2023,2/4/2026,44,33500,4,Other,Walk-in,Digital Awareness,4,1,1,Yes,2010000,8.53,10,Gym,Yes,Semi-Furnished,West,Home Loan,Available,
SRP100588,CUST100588,Srijan Harmony,Apartment,2 BHK,Kolkata,Garia,711101,22.747442,88.386329,1504,11,18,4997,7515488,5.32,7115664,6/4/2023,5/13/2025,42,154800,4,Self Employed,Broker,Referral Drive,4,5,3,No,0,0,0,Swimming Pool,No,Semi-Furnished,East,Self Funded,Available,
SRP100589,CUST100589,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Garia,700033,22.705778,88.308219,931,29,29,6423,5979813,4.4,5716701,11/26/2024,12/27/2026,40,138200,2,Government Employee,Email Campaign,New Year Campaign,6,0,3,Yes,2642338,10.47,20,"Gym,Pool,Clubhouse",Yes,Unfurnished,East,Home Loan,Negotiation,
SRP100590,CUST100590,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Tollygunge,700064,22.467916,88.329674,859,1,6,6267,5383353,5.59,5082424,12/26/2023,10/28/2025,27,53800,5,Private Employee,Walk-in,Festive Offer,5,1,1,No,0,0,0,Swimming Pool,Yes,Unfurnished,South,Mixed,Available,
SRP100591,CUST100591,Srijan Gardenia,Plot,2 BHK,Kolkata,Tollygunge,700124,22.672873,88.368394,1596,20,20,6117,9762732,2.94,9475708,2/6/2024,2/15/2026,42,57600,4,Engineer,Instagram,Festive Offer,3,3,1,No,0,0,0,"Gym,Clubhouse",No,Semi-Furnished,North,Self Funded,Available,
SRP100592,CUST100592,Srijan Courtyard,Apartment,4 BHK,Kolkata,Rajarhat,700102,22.492736,88.250443,1295,2,26,6891,8923845,3.86,8579385,9/12/2024,6/9/2026,21,40400,3,Doctor,Walk-in,Digital Awareness,9,0,3,Yes,2424000,9.99,25,"Gym,Clubhouse",Yes,Unfurnished,North-East,Home Loan,Available,
SRP100593,CUST100593,Srijan Courtyard,Apartment,3 BHK,Kolkata,EM Bypass,711101,22.727521,88.314116,1187,12,28,6031,7158797,0.62,7114412,10/28/2024,8/29/2025,41,95000,2,Doctor,Website,Summer Sale,10,4,2,No,0,0,0,Clubhouse,Yes,Unfurnished,West,Mixed,Available,
SRP100594,CUST100594,Srijan Gardenia,Plot,4 BHK,Kolkata,Rajarhat,700102,22.615679,88.437684,823,23,33,5673,4668879,2.08,4571766,11/2/2022,3/22/2023,36,44300,4,Private Employee,Email Campaign,Referral Drive,3,0,4,Yes,2460096,8.53,30,Basic,Yes,Unfurnished,North,Mixed,Sold,38
SRP100595,CUST100595,Srijan Enclave,Apartment,3 BHK,Kolkata,Rajarhat,700084,22.492606,88.516181,909,8,28,5571,5064039,9.25,4595615,11/10/2025,9/6/2027,25,135600,4,Teacher,Referral,Premium Launch,8,3,1,Yes,2638560,8.41,10,Gym,No,Semi-Furnished,North,Mixed,Available,
SRP100596,CUST100596,Srijan Greenview,Apartment,3 BHK,Kolkata,Dum Dum,700064,22.463689,88.473796,1133,2,9,5531,6266623,3.25,6062958,3/31/2022,6/13/2024,57,66700,3,Doctor,Property Portal,Referral Drive,5,1,2,Yes,3749505,8.7,15,Gym,No,Semi-Furnished,West,Home Loan,Available,
SRP100597,CUST100597,Srijan Enclave,Apartment,2 BHK,Kolkata,Howrah,700052,22.619584,88.459474,813,27,27,5476,4451988,2.52,4339798,2/8/2025,7/23/2026,50,128800,5,Self Employed,Referral,Festive Offer,8,6,0,Yes,2761237,8.26,20,"Pool,Park",No,Unfurnished,East,Mixed,Sold,63
SRP100598,CUST100598,Srijan Realty Heights,Villa,3 BHK,Kolkata,New Town,700064,22.639562,88.468377,1188,30,30,5723,6798924,2.62,6620792,11/21/2024,8/4/2025,42,103300,3,Doctor,Google Ads,Festive Offer,4,0,5,Yes,3995961,7.87,20,Clubhouse,Yes,Semi-Furnished,East,Self Funded,Sold,17
SRP100599,CUST100599,Srijan Realty Heights,Villa,3 BHK,Kolkata,Howrah,700052,22.543775,88.318099,1078,29,29,8605,9276190,6.54,8669527,12/21/2025,10/28/2027,48,29100,4,Private Employee,Instagram,Summer Sale,8,1,1,Yes,1746000,9.62,20,"Pool,Park",No,Semi-Furnished,North,Mixed,Sold,57
SRP100600,CUST100600,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Rajarhat,700102,22.552289,88.407049,1055,27,28,7767,8194185,0,8194185,4/3/2023,3/11/2024,44,88700,5,Teacher,Website,Summer Sale,3,1,1,No,0,0,0,Basic,Yes,Unfurnished,East,Home Loan,Sold,95
SRP100601,CUST100601,Srijan Harmony,Penthouse,2 BHK,Kolkata,Howrah,700064,22.564089,88.260288,1120,2,14,6843,7664160,4.76,7299346,8/3/2024,3/9/2025,44,61900,3,Business Owner,Google Ads,Monsoon Offer,11,3,0,Yes,3714000,8.42,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South-East,Home Loan,Available,
SRP100602,CUST100602,Srijan Harmony,Apartment,1 BHK,Kolkata,Rajarhat,700064,22.640566,88.367216,986,20,29,7910,7799260,8.32,7150362,6/17/2023,4/15/2025,28,83300,4,Teacher,Broker,Premium Launch,9,4,0,Yes,4998000,10.3,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South,Self Funded,Negotiation,
SRP100603,CUST100603,Srijan Courtyard,Apartment,2 BHK,Kolkata,Barasat,711101,22.522206,88.34944,825,27,33,6812,5619900,9.15,5105679,4/26/2023,11/8/2024,36,34200,2,Government Employee,Website,Referral Drive,2,5,0,Yes,2052000,9.82,25,"Pool,Park",Yes,Semi-Furnished,West,Self Funded,Available,
SRP100604,CUST100604,Srijan Residency,Apartment,2 BHK,Kolkata,Barasat,700102,22.500686,88.480446,814,4,30,6203,5049242,8.15,4637729,5/1/2023,6/11/2025,36,58200,3,Other,Broker,New Year Campaign,8,2,2,Yes,2679240,8.86,15,"Gym,Pool",No,Semi-Furnished,North-East,Mixed,Sold,13
SRP100605,CUST100605,Srijan Enclave,Plot,4 BHK,Kolkata,Dum Dum,700052,22.52791,88.303535,1174,7,9,5562,6529788,5.28,6185015,4/12/2024,2/14/2026,35,66700,5,Teacher,Website,Festive Offer,12,2,0,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,East,Mixed,Available,
SRP100606,CUST100606,Srijan Meadows,Apartment,1 BHK,Kolkata,Rajarhat,700033,22.590605,88.497605,1408,18,18,7545,10623360,7.36,9841481,9/28/2025,9/16/2027,33,92200,4,Private Employee,Property Portal,Digital Awareness,8,3,2,Yes,5532000,9.28,30,Basic,Yes,Semi-Furnished,North,Home Loan,Available,
SRP100607,CUST100607,Srijan Prime,Apartment,2 BHK,Kolkata,Dum Dum,700064,22.47709,88.50862,984,25,25,6214,6114576,5.32,5789281,5/12/2025,6/5/2026,21,142700,2,Teacher,Property Portal,Premium Launch,5,1,1,Yes,2820969,9.17,20,"Gym,Pool",Yes,Semi-Furnished,South-East,Mixed,Available,
SRP100608,CUST100608,Srijan Harmony,Apartment,2 BHK,Kolkata,Rajarhat,700052,22.71786,88.405789,1321,23,23,5916,7815036,4.41,7470393,11/23/2022,6/27/2024,27,139300,2,Doctor,Walk-in,Referral Drive,5,1,1,Yes,3947480,9.73,20,Gym,No,Semi-Furnished,West,Home Loan,Available,
SRP100609,CUST100609,Srijan Prime,Apartment,2 BHK,Kolkata,Dum Dum,700052,22.628427,88.269787,1465,16,16,5256,7700040,1.15,7611490,3/15/2023,5/11/2024,41,178700,2,Teacher,Website,Monsoon Offer,8,5,1,Yes,3996632,8.96,20,Park,Yes,Semi-Furnished,North-East,Mixed,Sold,48
SRP100610,CUST100610,Srijan Urban Vista,Apartment,3 BHK,Kolkata,New Town,700091,22.461965,88.413886,972,26,27,6657,6470604,1.97,6343133,8/28/2022,8/18/2023,43,66600,4,Other,Property Portal,Referral Drive,12,0,2,Yes,3676574,8.98,20,Swimming Pool,Yes,Semi-Furnished,East,Mixed,Sold,16
SRP100611,CUST100611,Srijan Prime,Penthouse,3 BHK,Kolkata,Tollygunge,700107,22.6448,88.314106,1697,13,24,7183,12189551,7.54,11270459,12/11/2023,9/13/2025,39,109800,3,IT Professional,Broker,Summer Sale,9,1,1,No,0,0,0,Clubhouse,Yes,Unfurnished,North,Self Funded,Negotiation,
SRP100612,CUST100612,Srijan Meadows,Apartment,2 BHK,Kolkata,Garia,700124,22.468955,88.383977,1224,5,18,7313,8951112,0.12,8940371,10/2/2022,10/19/2024,44,83000,5,IT Professional,Broker,Festive Offer,7,3,1,Yes,4155453,7.92,15,Swimming Pool,Yes,Semi-Furnished,North-East,Mixed,Sold,60
SRP100613,CUST100613,Srijan Gardenia,Apartment,2 BHK,Kolkata,Dum Dum,711101,22.684947,88.4793,1247,4,28,6523,8134181,0.8,8069108,1/5/2025,11/24/2025,41,78400,3,Other,Referral,Festive Offer,9,2,1,Yes,4016398,9.85,20,Gym,Yes,Fully Furnished,West,Home Loan,Available,
SRP100614,CUST100614,Srijan Meadows,Apartment,2 BHK,Kolkata,Ballygunge,700033,22.474448,88.513962,1165,16,20,6820,7945300,7.05,7385156,6/3/2025,8/17/2027,44,136000,1,Teacher,Facebook,Digital Awareness,5,1,1,Yes,4315000,10.3,20,"Gym,Clubhouse",No,Unfurnished,South,Home Loan,Negotiation,
SRP100615,CUST100615,Srijan Prime,Apartment,2 BHK,Kolkata,Behala,700107,22.728691,88.314739,1355,25,25,8131,11017505,7.09,10236364,6/15/2023,7/7/2024,21,69400,6,Other,Google Ads,Premium Launch,5,3,0,Yes,4164000,9.21,25,Basic,Yes,Unfurnished,East,Home Loan,Negotiation,
SRP100616,CUST100616,Srijan Meadows,Penthouse,2 BHK,Kolkata,Dum Dum,700124,22.597872,88.534498,1648,6,25,7767,12800016,9.18,11624975,1/9/2024,4/10/2026,43,28100,2,Engineer,Instagram,Monsoon Offer,14,1,2,No,0,0,0,"Pool,Park",No,Unfurnished,North,Home Loan,Sold,39
SRP100617,CUST100617,Srijan Greenview,Penthouse,2 BHK,Kolkata,Salt Lake,700124,22.658597,88.263029,1541,7,24,6497,10011877,3.28,9683487,10/26/2023,7/18/2024,23,35300,4,Business Owner,Email Campaign,Monsoon Offer,9,2,0,Yes,2118000,9.22,10,Clubhouse,Yes,Semi-Furnished,South,Home Loan,Available,
SRP100618,CUST100618,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Garia,700124,22.645126,88.517058,909,8,30,5031,4573179,0,4573179,2/26/2022,4/23/2023,21,55500,1,Business Owner,Google Ads,New Year Campaign,7,6,2,Yes,3193413,7.99,20,Gym,Yes,Unfurnished,West,Self Funded,Sold,99
SRP100619,CUST100619,Srijan Enclave,Apartment,1 BHK,Kolkata,Garia,700107,22.63509,88.356258,1042,16,29,6237,6498954,8.01,5978388,2/26/2022,9/26/2022,38,43800,5,Engineer,Instagram,Monsoon Offer,10,2,0,Yes,2628000,8.03,25,Park,Yes,Semi-Furnished,South,Home Loan,Sold,7
SRP100620,CUST100620,Srijan Gardenia,Apartment,3 BHK,Kolkata,New Town,700102,22.538062,88.404414,450,2,19,6214,2796300,2.48,2726952,2/19/2022,3/24/2024,47,56700,4,Teacher,Website,Monsoon Offer,8,4,1,Yes,2183186,8.27,30,"Gym,Pool,Clubhouse",No,Semi-Furnished,East,Self Funded,Sold,76
SRP100621,CUST100621,Srijan Harmony,Apartment,1 BHK,Kolkata,Barasat,700033,22.489178,88.356284,1799,18,26,6180,11117820,7.34,10301772,4/6/2024,4/27/2025,37,74000,4,Doctor,Walk-in,Monsoon Offer,11,1,2,Yes,4440000,9.41,30,Gym,Yes,Semi-Furnished,South,Mixed,Available,
SRP100622,CUST100622,Srijan Realty Heights,Villa,3 BHK,Kolkata,Salt Lake,700064,22.579967,88.527718,1521,2,17,5678,8636238,6.41,8082655,9/28/2023,1/24/2024,36,96500,1,Private Employee,Facebook,New Year Campaign,7,4,2,Yes,4846090,8.52,10,"Pool,Park",No,Unfurnished,South-East,Self Funded,Sold,90
SRP100623,CUST100623,Srijan Enclave,Apartment,4 BHK,Kolkata,Dum Dum,711101,22.571158,88.329244,451,13,13,6372,2873772,0,2873772,8/17/2022,11/14/2024,35,80500,2,Engineer,Broker,Monsoon Offer,6,0,1,Yes,2156505,8.6,15,"Gym,Clubhouse",Yes,Unfurnished,South-East,Self Funded,Available,
SRP100624,CUST100624,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Sonarpur,700124,22.474711,88.458559,1026,1,15,5564,5708664,6.62,5330750,8/5/2024,11/9/2025,47,160800,3,Private Employee,Property Portal,Referral Drive,8,3,1,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,North-East,Self Funded,Negotiation,
SRP100625,CUST100625,Srijan Urban Vista,Apartment,5 BHK,Kolkata,Howrah,700033,22.65828,88.446312,620,28,28,7054,4373480,5.12,4149558,2/17/2025,6/9/2025,24,42500,2,Teacher,Property Portal,Summer Sale,12,1,2,Yes,2078851,8.41,25,Gym,Yes,Semi-Furnished,South-East,Mixed,Sold,54
SRP100626,CUST100626,Srijan Gardenia,Apartment,2 BHK,Kolkata,New Town,700019,22.491041,88.493863,781,17,17,9089,7098509,4.62,6770558,2/5/2025,12/22/2025,27,54500,5,Private Employee,Property Portal,Festive Offer,11,5,0,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,South-East,Mixed,Sold,142
SRP100627,CUST100627,Srijan Courtyard,Apartment,3 BHK,Kolkata,Howrah,700064,22.728829,88.530262,624,8,32,5956,3716544,6.6,3471252,6/24/2023,8/1/2024,21,25800,5,Government Employee,Facebook,Premium Launch,5,6,1,Yes,1548000,8.38,15,"Gym,Pool,Clubhouse",Yes,Unfurnished,North-East,Home Loan,Available,
SRP100628,CUST100628,Srijan Harmony,Apartment,2 BHK,Kolkata,Salt Lake,700084,22.487719,88.423158,1198,25,32,5725,6858550,9.3,6220705,9/2/2022,7/1/2023,48,127600,6,Government Employee,Website,Monsoon Offer,5,2,1,Yes,4029500,9.4,20,Gym,Yes,Unfurnished,South,Home Loan,Sold,50
SRP100629,CUST100629,Srijan Greenview,Apartment,3 BHK,Kolkata,Rajarhat,700091,22.539113,88.514764,739,6,17,6528,4824192,1.31,4760995,3/7/2025,8/16/2025,49,53100,4,Other,Email Campaign,Festive Offer,8,1,3,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,North-East,Self Funded,Available,
SRP100630,CUST100630,Srijan Courtyard,Apartment,2 BHK,Kolkata,Sonarpur,700064,22.700164,88.338664,1667,24,24,3500,5834500,3.96,5603454,9/26/2022,2/19/2024,40,82000,3,Business Owner,Instagram,Festive Offer,12,2,2,No,0,0,0,"Gym,Pool,Clubhouse",No,Fully Furnished,North-East,Home Loan,Available,
SRP100631,CUST100631,Srijan Urban Vista,Plot,3 BHK,Kolkata,Rajarhat,711101,22.451276,88.274273,1148,17,17,7569,8689212,7.39,8047079,2/19/2023,1/24/2024,22,95800,3,Private Employee,Walk-in,Monsoon Offer,11,4,1,Yes,4129689,8.81,10,Basic,No,Unfurnished,North-East,Home Loan,Sold,87
SRP100632,CUST100632,Srijan Enclave,Apartment,3 BHK,Kolkata,Garia,700107,22.62284,88.426885,1596,13,14,8120,12959520,9.12,11777612,7/12/2022,4/9/2024,21,71300,4,Teacher,Email Campaign,Premium Launch,9,2,1,Yes,4278000,9.23,20,Basic,No,Unfurnished,West,Self Funded,Sold,40
SRP100633,CUST100633,Srijan Greenview,Apartment,5 BHK,Kolkata,Dum Dum,711101,22.546074,88.342981,1755,10,10,4612,8094060,2.88,7860951,5/7/2024,1/29/2026,46,62100,4,IT Professional,Walk-in,Digital Awareness,9,1,0,No,0,0,0,"Pool,Park",Yes,Fully Furnished,West,Self Funded,Sold,40
SRP100634,CUST100634,Srijan Meadows,Apartment,2 BHK,Kolkata,Rajarhat,700064,22.715422,88.340074,1159,4,9,6700,7765300,12.95,6759694,8/4/2022,3/21/2023,42,59200,1,Private Employee,Property Portal,Digital Awareness,12,3,1,Yes,3552000,7.2,25,"Gym,Pool",Yes,Unfurnished,North-East,Home Loan,Sold,52
